City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
230,Santa Vitoria Do Palmar,BR,2021-03-20 05:12:24,-33.5189,-53.3681,63.82,84,19,8.66
231,Igarka,RU,2021-03-20 05:12:24,67.4667,86.5833,-20.92,86,0,8.01
232,Lusaka,ZM,2021-03-20 05:10:08,-15.4067,28.2871,62.06,91,12,7.7
233,Necochea,AR,2021-03-20 05:12:24,-38.5473,-58.7368,62.01,66,100,10.58
234,Amos,CA,2021-03-20 05:12:25,48.5669,-78.1162,32.0,55,1,8.05
235,Sinnar,SD,2021-03-20 05:12:25,13.5691,33.5672,79.29,36,27,11.54
236,Kolosovka,RU,2021-03-20 05:12:25,56.4678,73.611,24.24,88,100,13.33
237,Rocha,UY,2021-03-20 05:12:25,-34.4833,-54.3333,61.54,84,98,6.24
238,Skibotn,NO,2021-03-20 05:12:26,69.3913,20.2679,32.0,86,75,11.5
239,Krasnoselkup,RU,2021-03-20 05:12:26,65.7,82.4667,-15.61,81,0,10.58
240,Bud,US,2021-03-20 05:12:26,39.447,-86.1758,33.01,67,0,7.09
241,Bereda,ES,2021-03-20 05:12:27,43.2686,-7.5406,41.0,77,8,10.0
242,Batticaloa,LK,2021-03-20 05:12:27,7.7102,81.6924,81.88,73,70,5.28
243,Jacobina,BR,2021-03-20 05:12:27,-11.1806,-40.5183,68.02,98,97,3.71
244,Anloga,GH,2021-03-20 05:12:27,5.7947,0.8973,80.6,83,20,4.61
245,Kismayo,SO,2021-03-20 05:12:28,-0.3582,42.5454,81.52,73,39,9.15
246,Marfino,RU,2021-03-20 05:12:28,55.7028,37.3822,21.2,79,0,6.71
247,Kalmeshwar,IN,2021-03-20 05:12:28,21.2333,78.9,77.0,65,19,3.44
248,Rybinsk,RU,2021-03-20 05:12:29,58.0446,38.8426,11.37,95,95,7.34
249,Westerland,DE,2021-03-20 05:12:29,54.9079,8.3033,37.4,75,75,11.5
250,Mongo,TD,2021-03-20 05:12:29,12.1844,18.693,75.02,55,82,2.93
251,Nara,JP,2021-03-20 05:12:29,34.6851,135.8049,70.0,37,75,8.05
252,Macapa,BR,2021-03-20 05:12:30,0.0389,-51.0664,78.8,89,75,4.61
253,Salalah,OM,2021-03-20 05:12:30,17.0151,54.0924,84.2,20,0,2.3
254,Cabedelo,BR,2021-03-20 05:11:36,-6.9811,-34.8339,75.2,94,20,4.61
255,San Juan,AR,2021-03-20 05:12:30,-31.5375,-68.5364,64.92,66,53,6.46
256,Lyubech,UA,2021-03-20 05:12:31,51.7026,30.6569,28.45,81,99,4.47
257,Kushmurun,KZ,2021-03-20 05:12:31,52.4503,64.6311,32.05,90,97,22.75
258,Lusambo,CD,2021-03-20 05:12:31,-4.9667,23.45,70.66,98,99,1.57
259,Abhar,IR,2021-03-20 05:12:31,36.1468,49.218,42.17,49,0,8.19
260,Raga,SS,2021-03-20 05:12:32,8.4596,25.678,76.69,57,61,0.76
261,Gao,ML,2021-03-20 05:12:32,16.6362,1.637,80.11,8,92,11.65
262,Narsaq,GL,2021-03-20 05:12:32,60.9167,-46.05,32.0,93,90,12.66
263,Burewala,PK,2021-03-20 05:12:32,30.1667,72.65,90.3,17,2,5.99
264,Ancud,CL,2021-03-20 05:12:33,-41.8697,-73.8203,53.01,87,0,5.75
265,San Andres,CO,2021-03-20 05:12:33,12.5847,-81.7006,78.8,73,40,17.13
266,Salta,AR,2021-03-20 05:12:33,-24.7859,-65.4117,60.8,94,90,2.77
267,Novosergiyevka,RU,2021-03-20 05:12:33,52.0934,53.6528,26.49,93,100,17.34
268,Havelock,US,2021-03-20 05:12:34,34.8791,-76.9013,44.01,69,26,8.01
269,Harindanga,IN,2021-03-20 05:12:34,22.0383,88.3214,97.72,17,51,9.4
270,Walvis Bay,NA,2021-03-20 05:12:34,-22.9575,14.5053,61.0,93,25,1.99
271,Diapaga,BF,2021-03-20 05:12:35,12.0708,1.7889,77.68,57,99,4.88
272,Lokomotivnyy,RU,2021-03-20 05:12:35,53.0118,60.5684,24.94,94,95,10.8
273,Muros,ES,2021-03-20 05:12:35,42.7762,-9.0603,46.0,70,1,1.01
274,Nurota,UZ,2021-03-20 05:12:36,40.5614,65.6886,51.8,100,90,6.91
275,Hualmay,PE,2021-03-20 05:12:36,-11.0964,-77.6139,70.21,78,100,8.16
276,San Matias,BO,2021-03-20 05:12:36,-16.3667,-58.4,71.89,97,99,5.59
277,Coxim,BR,2021-03-20 05:12:36,-18.5067,-54.76,71.44,94,100,4.05
278,Benghazi,LY,2021-03-20 05:12:37,32.1167,20.0667,64.18,48,0,18.21
279,Xuddur,SO,2021-03-20 05:12:37,4.1213,43.8894,75.76,76,45,17.81
280,Presidencia Roque Saenz Pena,AR,2021-03-20 05:12:37,-26.7852,-60.4388,73.99,83,58,4.07
281,Honningsvag,NO,2021-03-20 05:12:38,70.9821,25.9704,32.7,85,100,30.91
282,Cavadinesti,RO,2021-03-20 05:12:38,46.0667,28.0169,32.65,83,88,4.85
283,Beasain,ES,2021-03-20 05:12:38,43.0502,-2.2009,42.01,76,97,1.01
284,Hoopstad,ZA,2021-03-20 05:12:38,-27.8327,25.9083,65.01,54,47,4.59
285,Owando,CG,2021-03-20 05:12:39,-0.4819,15.8999,69.8,97,99,3.33
286,Mocuba,MZ,2021-03-20 05:12:39,-16.8392,36.9856,73.85,97,93,1.1
287,Penzance,GB,2021-03-20 05:12:40,50.1186,-5.5371,45.0,93,90,10.36
288,Uray,RU,2021-03-20 05:12:40,60.1247,64.7758,25.18,94,100,9.19
289,Waynesville,US,2021-03-20 05:12:40,35.4887,-82.9887,37.99,87,99,1.99
290,Iralaya,HN,2021-03-20 05:12:40,15.0,-83.2333,76.66,84,71,9.31
291,Filotas,GR,2021-03-20 05:12:41,40.6333,21.7,44.01,87,100,4.63
292,Little Current,CA,2021-03-20 05:12:41,45.9793,-81.9248,32.0,80,0,12.66
